epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,91.9745,1.31468,3.19117,1.82238,0.48958,0.37624,0.42115,0.20449,4.2835,3.9386,3.56976,8.28901e-05,8.28901e-05,8.28901e-05
2,181.951,0.9144,0.87374,1.6751,0.38038,0.32696,0.38407,0.14845,4.90454,3.96976,4.01732,0.000164578,0.000164578,0.000164578
3,269.964,0.85529,0.6568,1.65685,0.52893,0.64816,0.65714,0.32452,4.34321,3.24661,3.75267,0.000244616,0.000244616,0.000244616
4,357.879,0.8344,0.57908,1.64908,0.51705,0.51429,0.58257,0.23643,4.51459,3.57883,3.87882,0.000242575,0.000242575,0.000242575
5,444.19,0.75677,0.51075,1.63381,0.58092,0.54948,0.62306,0.25017,4.5905,3.24549,3.9212,0.0002401,0.0002401,0.0002401
6,532.136,0.75052,0.47253,1.62758,0.77407,0.59037,0.7428,0.36131,4.35256,2.96824,3.78274,0.000237625,0.000237625,0.000237625
7,620.359,0.69455,0.44323,1.62153,0.49601,0.59797,0.63256,0.26356,4.63355,3.2191,3.93873,0.00023515,0.00023515,0.00023515
8,708.223,0.68363,0.43172,1.61938,0.65618,0.61794,0.70529,0.33434,4.33585,2.82686,3.85498,0.000232675,0.000232675,0.000232675
9,795.866,0.66158,0.41424,1.61433,0.49672,0.65483,0.65593,0.31259,4.42789,3.01611,3.88925,0.0002302,0.0002302,0.0002302
10,883.356,0.63774,0.39311,1.6083,0.54428,0.59659,0.65011,0.31357,4.30336,2.89813,3.81331,0.000227725,0.000227725,0.000227725
11,970.846,0.61857,0.38098,1.60407,0.64436,0.62989,0.69643,0.35644,4.25738,2.86713,3.7633,0.00022525,0.00022525,0.00022525
12,1058.36,0.62752,0.3857,1.607,0.70069,0.59511,0.66417,0.32598,4.28251,2.93872,3.76464,0.000222775,0.000222775,0.000222775
13,1145.76,0.58668,0.36549,1.60173,0.67553,0.63412,0.73586,0.34452,4.43082,3.0004,3.94209,0.0002203,0.0002203,0.0002203
14,1233.19,0.59662,0.36374,1.59938,0.53899,0.72682,0.68322,0.32198,4.47214,3.11023,3.93773,0.000217825,0.000217825,0.000217825
15,1320.74,0.56628,0.35275,1.59897,0.69046,0.57564,0.69403,0.31631,4.43745,3.03777,4.01178,0.00021535,0.00021535,0.00021535
16,1408.35,0.5912,0.35495,1.59646,0.66642,0.48076,0.66584,0.3196,4.18761,2.9994,3.74378,0.000212875,0.000212875,0.000212875
17,1496.57,0.57343,0.34644,1.59735,0.66904,0.60456,0.69486,0.29742,4.52683,3.05841,4.05523,0.0002104,0.0002104,0.0002104
18,1584.41,0.55701,0.33377,1.59096,0.65933,0.59153,0.64938,0.31592,4.47133,2.97553,4.02079,0.000207925,0.000207925,0.000207925
19,1673.66,0.53835,0.3309,1.59246,0.62835,0.65161,0.66309,0.29166,4.5224,3.14829,4.08667,0.00020545,0.00020545,0.00020545
20,1761.67,0.56183,0.33287,1.59298,0.57383,0.67376,0.69971,0.30705,4.47001,2.9453,3.98184,0.000202975,0.000202975,0.000202975
21,1849.58,0.53231,0.32113,1.58739,0.51162,0.63336,0.60871,0.28328,4.40321,3.03975,3.96757,0.0002005,0.0002005,0.0002005
22,1937.34,0.52525,0.31474,1.58751,0.68605,0.61476,0.69005,0.31133,4.49793,2.84951,4.07939,0.000198025,0.000198025,0.000198025
23,2025.21,0.51725,0.31441,1.58693,0.6866,0.56848,0.636,0.3235,4.36431,3.04507,3.94177,0.00019555,0.00019555,0.00019555
24,2112.89,0.5131,0.31069,1.58483,0.74595,0.52577,0.64188,0.32222,4.35014,3.00835,4.0724,0.000193075,0.000193075,0.000193075
25,2200.6,0.49919,0.3058,1.5827,0.67704,0.59672,0.69226,0.32328,4.37901,3.22292,4.10475,0.0001906,0.0001906,0.0001906
26,2288.34,0.49608,0.30199,1.58032,0.71757,0.62629,0.70878,0.34913,4.36894,3.13533,4.04583,0.000188125,0.000188125,0.000188125
27,2375.75,0.48212,0.29369,1.57879,0.73204,0.66913,0.71142,0.35266,4.39007,2.78401,4.08487,0.00018565,0.00018565,0.00018565
28,2463.07,0.48282,0.29261,1.58213,0.68669,0.6444,0.71688,0.33076,4.53381,3.31946,4.23747,0.000183175,0.000183175,0.000183175
29,2550.51,0.48389,0.29592,1.57901,0.6858,0.61329,0.71413,0.3596,4.31436,3.24402,4.03391,0.0001807,0.0001807,0.0001807
30,2637.9,0.49781,0.29331,1.57991,0.79194,0.62201,0.71382,0.33168,4.35578,3.0362,3.96356,0.000178225,0.000178225,0.000178225
31,2725.15,0.4797,0.28293,1.5774,0.69265,0.68289,0.74423,0.35456,4.39119,3.08514,4.07445,0.00017575,0.00017575,0.00017575
32,2812.63,0.48156,0.28524,1.58002,0.67943,0.59868,0.73724,0.3512,4.43804,2.84704,4.0291,0.000173275,0.000173275,0.000173275
33,2899.93,0.4631,0.27728,1.58041,0.66018,0.72686,0.76459,0.36981,4.32112,2.93952,3.98069,0.0001708,0.0001708,0.0001708
34,2987.36,0.4581,0.27695,1.57509,0.66781,0.67343,0.76086,0.35548,4.36752,2.95188,3.99167,0.000168325,0.000168325,0.000168325
35,3074.75,0.45025,0.27135,1.57195,0.82555,0.6659,0.74051,0.34664,4.37241,2.91119,4.02778,0.00016585,0.00016585,0.00016585
