epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,93.1454,1.25244,3.09542,1.82304,0.48556,0.54132,0.5027,0.23732,4.21272,3.70893,3.7617,8.28901e-05,8.28901e-05,8.28901e-05
2,182.845,0.82625,0.81464,1.6642,0.54499,0.52715,0.53675,0.27974,4.27049,3.86194,3.72693,0.000165401,0.000165401,0.000165401
3,271.673,0.74957,0.62021,1.64334,0.55075,0.50114,0.57066,0.27702,4.42769,3.30006,3.96733,0.000247086,0.000247086,0.000247086
4,360.062,0.71047,0.52478,1.62695,0.50949,0.62679,0.63203,0.31475,4.42362,3.12496,3.84515,0.000246287,0.000246287,0.000246287
5,448.692,0.68326,0.4875,1.62081,0.51764,0.59128,0.6062,0.286,4.41345,3.08542,4.00849,0.00024505,0.00024505,0.00024505
6,539.001,0.63803,0.44884,1.61322,0.47327,0.62699,0.60466,0.29233,4.46641,3.2716,4.03372,0.000243812,0.000243812,0.000243812
7,627.149,0.61165,0.42547,1.61107,0.53117,0.68555,0.67457,0.35096,4.28699,2.94147,3.95463,0.000242575,0.000242575,0.000242575
8,715.633,0.60389,0.41704,1.60819,0.48538,0.60936,0.60042,0.29619,4.26142,3.17902,3.95852,0.000241337,0.000241337,0.000241337
9,804.051,0.59233,0.4018,1.60562,0.76895,0.61305,0.68505,0.36033,4.35542,3.13246,4.01338,0.0002401,0.0002401,0.0002401
10,892.666,0.57537,0.3763,1.59711,0.63776,0.61311,0.63698,0.30747,4.41484,3.02727,4.11027,0.000238862,0.000238862,0.000238862
11,980.763,0.56251,0.36895,1.59812,0.63373,0.65812,0.69702,0.33741,4.32828,2.99909,3.9556,0.000237625,0.000237625,0.000237625
12,1068.92,0.56758,0.36651,1.59774,0.69673,0.43807,0.60466,0.30064,4.43167,3.40496,4.06017,0.000236387,0.000236387,0.000236387
13,1157.26,0.55085,0.3543,1.59319,0.67161,0.63146,0.67037,0.3425,4.44952,3.06604,4.09747,0.00023515,0.00023515,0.00023515
14,1245.54,0.53341,0.34201,1.59095,0.70365,0.7069,0.72285,0.34565,4.35763,2.92954,4.05318,0.000233913,0.000233913,0.000233913
15,1333.8,0.52721,0.33766,1.59041,0.69196,0.6047,0.64748,0.28954,4.53187,3.26928,4.05722,0.000232675,0.000232675,0.000232675
16,1422,0.53071,0.34018,1.58942,0.66133,0.6063,0.67474,0.32188,4.38879,2.98556,4.00807,0.000231438,0.000231438,0.000231438
17,1510.23,0.50992,0.3236,1.58762,0.76995,0.63535,0.7401,0.35818,4.44288,2.81343,4.24191,0.0002302,0.0002302,0.0002302
18,1598.12,0.50119,0.31667,1.58679,0.6365,0.62785,0.68401,0.34043,4.33269,2.8052,3.94626,0.000228963,0.000228963,0.000228963
19,1685.96,0.50292,0.3172,1.58609,0.64476,0.60689,0.69012,0.3756,4.31031,3.0597,4.10433,0.000227725,0.000227725,0.000227725
20,1773.89,0.50449,0.31637,1.58742,0.69179,0.59855,0.70364,0.35101,4.43524,3.11009,4.29951,0.000226488,0.000226488,0.000226488
21,1861.8,0.48065,0.30574,1.58393,0.7523,0.6608,0.72778,0.32219,4.31876,3.29141,4.12297,0.00022525,0.00022525,0.00022525
22,1949.63,0.49576,0.31339,1.58348,0.62774,0.6406,0.66678,0.323,4.49406,3.04418,4.21077,0.000224013,0.000224013,0.000224013
23,2037.45,0.47513,0.29825,1.57954,0.61225,0.58165,0.68482,0.29972,4.53808,3.42786,4.21819,0.000222775,0.000222775,0.000222775
24,2125.29,0.47838,0.30078,1.57824,0.78854,0.67064,0.73079,0.33191,4.42037,3.14886,4.11021,0.000221538,0.000221538,0.000221538
25,2213.12,0.46838,0.29641,1.58183,0.6936,0.6583,0.72915,0.3411,4.44207,3.01397,4.095,0.0002203,0.0002203,0.0002203
26,2301.05,0.47591,0.29781,1.57846,0.70637,0.7164,0.70816,0.36097,4.3954,3.04191,4.15414,0.000219062,0.000219062,0.000219062
27,2389.06,0.46551,0.29247,1.57933,0.51536,0.69841,0.65944,0.3217,4.45594,3.12729,4.08138,0.000217825,0.000217825,0.000217825
28,2476.91,0.46172,0.28708,1.57626,0.63776,0.60304,0.62649,0.29577,4.44112,3.29097,4.18719,0.000216587,0.000216587,0.000216587
29,2564.8,0.46009,0.28781,1.57611,0.73436,0.67489,0.74836,0.34848,4.36124,3.10374,4.13615,0.00021535,0.00021535,0.00021535
30,2653.8,0.44804,0.281,1.57373,0.74079,0.57594,0.69064,0.33036,4.41562,3.05875,4.25338,0.000214112,0.000214112,0.000214112
31,2742.63,0.44995,0.27937,1.57452,0.69639,0.62935,0.68498,0.35211,4.42815,2.92153,4.17748,0.000212875,0.000212875,0.000212875
32,2833.62,0.44493,0.2785,1.57684,0.64542,0.56949,0.62444,0.29905,4.47885,3.27724,4.13459,0.000211638,0.000211638,0.000211638
33,2923.51,0.44973,0.28367,1.577,0.73001,0.6279,0.67908,0.34908,4.36887,3.16036,4.01309,0.0002104,0.0002104,0.0002104
34,3012.18,0.4486,0.27691,1.57254,0.77877,0.56616,0.66871,0.30698,4.44033,3.11872,4.22717,0.000209162,0.000209162,0.000209162
35,3101.04,0.4503,0.28167,1.57547,0.71751,0.59761,0.70433,0.361,4.40222,3.0935,4.174,0.000207925,0.000207925,0.000207925
36,3189.45,0.43666,0.27502,1.57445,0.752,0.60353,0.71256,0.34032,4.41224,3.2721,4.17129,0.000206688,0.000206688,0.000206688
37,3278.01,0.43908,0.27402,1.57357,0.7554,0.68771,0.74028,0.35279,4.35074,3.00722,4.11393,0.00020545,0.00020545,0.00020545
38,3366.61,0.44219,0.27434,1.57495,0.76413,0.64591,0.73146,0.37128,4.33742,2.88158,4.16772,0.000204212,0.000204212,0.000204212
39,3455.9,0.42672,0.26457,1.5718,0.54181,0.68655,0.69176,0.3435,4.32718,3.17351,4.17608,0.000202975,0.000202975,0.000202975
40,3544.32,0.42987,0.26416,1.56912,0.76839,0.59325,0.73816,0.36087,4.43451,2.85384,4.26323,0.000201737,0.000201737,0.000201737
41,3634.35,0.4255,0.2632,1.57249,0.67361,0.70465,0.7343,0.36146,4.36131,3.12115,4.23814,0.0002005,0.0002005,0.0002005
42,3722.88,0.42055,0.26163,1.56936,0.66166,0.65698,0.71456,0.35342,4.42744,3.12108,4.30044,0.000199263,0.000199263,0.000199263
43,3811.3,0.41713,0.25905,1.57123,0.70975,0.64243,0.70164,0.35118,4.35086,3.18836,4.25147,0.000198025,0.000198025,0.000198025
44,3899.69,0.41176,0.25411,1.56808,0.72744,0.62804,0.71472,0.34915,4.42831,3.15948,4.29455,0.000196788,0.000196788,0.000196788
45,3988.28,0.40913,0.2536,1.56942,0.60354,0.63487,0.67356,0.31307,4.40022,3.145,4.12395,0.00019555,0.00019555,0.00019555
46,4076.88,0.42024,0.26563,1.56935,0.71534,0.6862,0.73934,0.34042,4.45382,3.04585,4.18054,0.000194313,0.000194313,0.000194313
47,4165.53,0.41561,0.26098,1.56965,0.73545,0.58732,0.67339,0.29763,4.41103,3.23348,4.35823,0.000193075,0.000193075,0.000193075
48,4254.04,0.41177,0.25588,1.56966,0.68394,0.64979,0.7181,0.37106,4.34148,3.27931,4.22284,0.000191837,0.000191837,0.000191837
