epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.8555,1.31927,3.7172,1.90261,0.25344,0.01,0.01222,0.00722,3.61698,10.2666,3.16365,9.7216e-05,9.7216e-05,9.7216e-05
2,123.215,0.84831,0.91835,1.67585,0.21279,0.02,0.02498,0.013,3.94324,11.7541,3.4052,0.000193928,0.000193928,0.000193928
3,182.537,0.78079,0.69416,1.65963,0.15662,0.03,0.0336,0.0169,4.0156,11.8199,3.73289,0.000289346,0.000289346,0.000289346
4,241.719,0.75395,0.60249,1.65093,0.63423,0.01,0.02424,0.01016,3.90708,12.6875,3.56588,0.000288179,0.000288179,0.000288179
5,300.812,0.69446,0.53473,1.63743,0.10876,0.08,0.04442,0.01856,4.13918,12.3549,3.96518,0.000286238,0.000286238,0.000286238
6,360.053,0.68954,0.50207,1.63327,0.06906,0.08,0.04522,0.01838,3.95837,12.6402,3.80633,0.000284298,0.000284298,0.000284298
7,417.744,0.64752,0.4649,1.6226,0.12605,0.05504,0.04033,0.01374,4.2171,12.7638,3.98323,0.000282358,0.000282358,0.000282358
8,476.891,0.62581,0.44147,1.61624,0.13741,0.03,0.02431,0.00994,4.19191,13.2808,3.99341,0.000280417,0.000280417,0.000280417
9,536.039,0.60532,0.42509,1.61558,0.23462,0.02,0.02751,0.01152,4.01639,13.5845,3.94466,0.000278477,0.000278477,0.000278477
10,595.51,0.58798,0.41183,1.61101,0.22021,0.02,0.02946,0.01277,4.02459,13.9968,3.70155,0.000276536,0.000276536,0.000276536
11,654.96,0.57275,0.39256,1.61006,0.36685,0.04,0.05259,0.02073,4.03623,13.1837,4.02636,0.000274596,0.000274596,0.000274596
12,714.554,0.56998,0.39182,1.61347,0.26788,0.02,0.03409,0.01769,4.02535,13.6767,4.04823,0.000272656,0.000272656,0.000272656
13,773.993,0.56234,0.38037,1.60787,0.48204,0.03,0.04044,0.01591,3.97951,13.6013,3.81014,0.000270715,0.000270715,0.000270715
14,833.078,0.5591,0.36605,1.60534,0.22248,0.05,0.04678,0.02311,4.01464,13.7495,3.94532,0.000268775,0.000268775,0.000268775
15,892.211,0.53163,0.35364,1.60045,0.20901,0.04,0.04617,0.02138,4.02476,14.0793,3.91169,0.000266834,0.000266834,0.000266834
16,951.355,0.52995,0.35136,1.59671,0.14971,0.05,0.03539,0.01771,4.01856,14.471,3.94652,0.000264894,0.000264894,0.000264894
17,1010.49,0.52862,0.34787,1.59848,0.3051,0.02,0.03485,0.01817,4.12677,14.0486,3.92302,0.000262954,0.000262954,0.000262954
18,1069.55,0.52395,0.33989,1.59601,0.43584,0.03939,0.05839,0.02802,4.02863,14.1073,3.98469,0.000261013,0.000261013,0.000261013
19,1128.78,0.51263,0.33599,1.59186,0.25431,0.05,0.04865,0.02407,4.02885,13.8748,3.85712,0.000259073,0.000259073,0.000259073
20,1187.81,0.50759,0.33031,1.59291,0.47803,0.03,0.05106,0.02359,4.01443,13.9323,3.86311,0.000257132,0.000257132,0.000257132
21,1246.86,0.49512,0.32153,1.59025,0.22048,0.05,0.06475,0.0284,3.93756,13.7752,3.93609,0.000255192,0.000255192,0.000255192
22,1305.94,0.50143,0.32399,1.59149,0.38053,0.02,0.03126,0.01641,4.01057,14.2917,4.02222,0.000253252,0.000253252,0.000253252
23,1364.95,0.49279,0.31864,1.59162,0.37844,0.03,0.03848,0.01797,3.99704,14.7393,3.90815,0.000251311,0.000251311,0.000251311
24,1423.93,0.49023,0.32425,1.58882,0.09581,0.04,0.02291,0.01158,4.02167,14.5223,4.06562,0.000249371,0.000249371,0.000249371
25,1482.97,0.48576,0.31836,1.59308,0.1907,0.0476,0.0352,0.01655,4.12493,14.2165,4.03298,0.00024743,0.00024743,0.00024743
26,1541.89,0.48249,0.31327,1.5891,0.17523,0.02,0.01462,0.00718,4.17803,15.0643,4.23505,0.00024549,0.00024549,0.00024549
27,1600.89,0.47161,0.30307,1.58794,0.18866,0.03,0.03905,0.01795,4.02529,15.1386,4.00602,0.00024355,0.00024355,0.00024355
28,1659.93,0.47207,0.30443,1.58627,0.1,0.04,0.0329,0.01734,4.07967,14.9108,4.24454,0.000241609,0.000241609,0.000241609
29,1718.89,0.47325,0.30346,1.58907,0.3875,0.03,0.03205,0.01585,4.07652,14.7376,4.07765,0.000239669,0.000239669,0.000239669
30,1777.81,0.45897,0.29451,1.58467,0.14045,0.05,0.04096,0.0167,4.14625,14.793,4.09948,0.000237728,0.000237728,0.000237728
31,1836.75,0.45851,0.29535,1.58589,0.1631,0.05575,0.05493,0.02658,4.13126,14.4974,4.11771,0.000235788,0.000235788,0.000235788
32,1895.73,0.45758,0.29203,1.58383,0.12436,0.04962,0.04499,0.01891,4.11973,15.2858,4.28787,0.000233848,0.000233848,0.000233848
33,1954.72,0.44825,0.28782,1.5813,0.39084,0.04,0.03618,0.01868,4.22889,14.7608,3.94083,0.000231907,0.000231907,0.000231907
34,2013.76,0.44615,0.28867,1.58361,0.26635,0.04,0.03578,0.01701,4.11292,15.1009,4.07079,0.000229967,0.000229967,0.000229967
35,2072.79,0.45515,0.29228,1.58168,0.16896,0.05,0.05441,0.02225,4.072,14.694,4.21895,0.000228026,0.000228026,0.000228026
36,2131.75,0.4471,0.28729,1.57876,0.27188,0.03938,0.03872,0.01864,4.20122,14.835,4.03036,0.000226086,0.000226086,0.000226086
37,2190.77,0.44184,0.2842,1.58429,0.307,0.05,0.05764,0.02671,4.17804,14.8679,4.27482,0.000224146,0.000224146,0.000224146
38,2249.78,0.43167,0.27935,1.58022,0.22332,0.03,0.02906,0.01253,4.29735,14.7877,4.17683,0.000222205,0.000222205,0.000222205
39,2308.82,0.44048,0.28181,1.58094,0.10336,0.03989,0.03485,0.01634,4.23307,15.2285,4.2705,0.000220265,0.000220265,0.000220265
40,2367.74,0.43052,0.2743,1.58098,0.19726,0.03,0.03178,0.01635,4.24515,15.5292,4.31434,0.000218324,0.000218324,0.000218324
41,2426.71,0.42413,0.27573,1.57817,0.21773,0.05,0.0485,0.02447,4.27156,15.6242,4.26991,0.000216384,0.000216384,0.000216384
42,2486.75,0.42011,0.27112,1.57856,0.28817,0.04964,0.04557,0.02233,4.00124,15.3121,4.06758,0.000214444,0.000214444,0.000214444
43,2545.85,0.42913,0.26898,1.57574,0.18961,0.02884,0.04373,0.0228,4.06142,15.0712,3.97799,0.000212503,0.000212503,0.000212503
44,2604.88,0.41414,0.26476,1.57446,0.21427,0.09,0.05613,0.03403,4.09897,15.2962,4.11972,0.000210563,0.000210563,0.000210563
45,2664.24,0.41475,0.26054,1.57427,0.16443,0.05,0.04812,0.02161,4.26802,14.9619,4.01813,0.000208622,0.000208622,0.000208622
46,2723.25,0.41075,0.25985,1.57322,0.31408,0.04,0.04424,0.02716,4.15381,15.6606,4.21132,0.000206682,0.000206682,0.000206682
47,2782.55,0.41481,0.2605,1.57667,0.34593,0.04,0.03185,0.01718,4.12894,15.8466,4.07106,0.000204742,0.000204742,0.000204742
48,2841.76,0.40607,0.25871,1.58041,0.26243,0.04,0.03421,0.01287,4.31987,15.7996,4.26508,0.000202801,0.000202801,0.000202801
49,2900.74,0.40123,0.25541,1.5749,0.23617,0.04864,0.04034,0.01802,4.28696,15.3245,4.22864,0.000200861,0.000200861,0.000200861
